text_id	sequence_number	word_id	phonetic_transcription	word_form	morphs	gloss	session_id	session_name	sequence_number_text	start_time	end_time	person_id	person_code	text	phonetic_transcription_text	morphs_text	gloss_text	english_translation_text	indonesian_translation	comments	data_set_id	data_set_name	date	location	region	latitude	longitude	genre	subgenre	mode	elicited_or_natural	situation	duration	record_count	word_count	classification	project_id	project_name	description	session_count	primary_or_secondary	n_languoid_id	n_languoid_name	languoid_name_new
472250133834010900	7	10040410312745654e7	NA	senang	senang	happy	1261	KOE-20080804-HIL	243	0:05:27	NA	1552	KOEYOH	itu su pasti ana ana dong senang tu.	NA	itu su pasti ana ana dong senang tu	that already exact child child 3PL happy that	the students will appreciate them (training teacher) if they do it.	NA	NA	12	Middle Indonesia - Kupang	2008-08-04	Naikoten, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at Ganesha English Course about study experience	0:34:17	1531	7865	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
442163123935080900	4	10040410312745654e7	NA	senang	senang	happy	1261	KOE-20080804-HIL	787	0:17:19	NA	1539	KOESTI	pasti dia lebi senang...	NA	pasti dia lebi senang	exact 3SG more happy	he likes going to...	NA	NA	12	Middle Indonesia - Kupang	2008-08-04	Naikoten, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at Ganesha English Course about study experience	0:34:17	1531	7865	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
635688467526184e9	2	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	26	0:00:40	NA	1509	KOENOA	beta senang cerita setan na.	NA	beta senang cerita setan na	1SG happy talk devil PRT	I like ghost story.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
8666858312511842e8	4	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	226	0:06:08	NA	1381	KEOJEA	tapi be lebi senang...	NA	tapi be lebi senang	but I more happy	but I am happier than...	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
23168394599618413e7	6	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	233	0:06:22	NA	1381	KEOJEA	tapi ini apa beta lebi senang belanja Rukun.Jaya.	NA	tapi ini apa beta lebi senang belanja Rukun.Jaya	but this what 1SG more happy shoping Rukun.Jaya	but I prefer to shopping at Rukun.Jaya.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
7332132244161841e8	6	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	278	0:07:26	NA	1381	KEOJEA	beta baju tu be lebi senang dapa kiriman dari Surabaya.	NA	beta baju tu be lebi senang dapa kirim -an dari Surabaya	1SG shirt that I more happy get send -AN from Surabaya	(to me) I prefer to get the shirt from Surabaya.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
9520654639921842e8	9	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	303	0:08:05	NA	1381	KEOJEA	pokonya beta kalo beli jins si be mas senang kalo beli di Kupang.	NA	poko -nya beta kalo beli jins si be mas senang kalo beli di Kupang	main -NYA 1SG if buy jeans FILL I still happy if buy PREP Kupang	(hmm) if I buy jeans in Kupang, I like.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
4754049486361841e8	3	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	317	0:08:20	NA	1381	KEOJEA	dong lebi senang Matahari.	NA	dong lebi senang Matahari	3PL more happy Matahari	the people (in Java) prefer to buy in Matahari (shop than in Ramayana).	NA	Matahari (nama toko)	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
6403380081231841e8	4	10040411113359671e7	NA	sanang	sanang	happy	1266	KOE-20080918-ELS	534	0:12:05	NA	1431	KOEBUD	dong su ada sanang dong pung bagini-bagini 0.	NA	dong su ada sanang dong pung bagini ~ bagini 0	3PL already exist happy 3PL POSS like.this ~ like.this 0	(the people are happy) so they did like this 0.	NA	sambil memperagakan cara mencium	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
9651405569451841e8	2	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	595	0:13:12	NA	1509	KOENOA	be senang dia pum baju pengantin sa.	NA	be senang dia pum baju pengantin sa	I happy 3SG POSS shirt bride SA	I just like their wedding gown.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
26277223502318414e7	1	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	613	0:13:38	NA	1456	KOEGEE	senang mati di foto ni kotong cantik semua 0.	NA	senang mati di foto ni kotong cantik semua 0	happy dead PREP photo this 1PL pretty all 0	I was so happy (because) on the pictures all of us look so beautiful 0.	NA	tertawa	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
3111462434331841e8	4	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	804	0:17:14	NA	1509	KOENOA	ii be paling senang cerita setan.	NA	ii be paling senang cerita setan	FILL I most happy talk devil	hmm I like the ghost story.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
11582673430218412e7	3	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	805	0:17:16	NA	1381	KEOJEA	beta lebi senang baca misteri pembunuhan...	NA	beta lebi senang baca misteri pem- bunuh -an	1SG more happy read mystery PEN.AN- kill -CIRC	I prefer to read about the embelishment...	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
10480146217318412e7	3	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	808	0:17:19	NA	1509	KOENOA	be paling senang baca Sidni Seldon.	NA	be paling senang baca Sidni Seldon	I most happy read Sidney Sheldon	I like to read Sidney Sheldon’s (book) most.	NA	sidni seldon (Sidney Sheldon)	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
8951472355951842e8	3	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	894	0:19:18	NA	1381	KEOJEA	ai be senang.	NA	ai be senang	EXCL I happy	hmm (but) I like it.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
2276470558841841e8	6	10040410312745654e7	NA	senang	senang	happy	1266	KOE-20080918-ELS	1007	0:21:23	NA	1431	KOEBUD	karna ana(k)nya unik jadi orang senang.	NA	karna anak -nya unik jadi orang senang	because child -NYA unique so person happy	because he is a unique man so they like him.	NA	NA	12	Middle Indonesia - Kupang	2008-09-18	John Haan's house, Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation at John Haan's house, talking about speakers' first experience of using escalator in the supermarket	0:49:59	2178	10176	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
891554170135181e3	1	10040410312745654e7	NA	senang	senang	happy	1267	KOE-20080930-BOB	633	0:21:41	NA	2386	RESBOB	senang...	NA	senang	happy	they (the kids) are happy...	NA	NA	12	Middle Indonesia - Kupang	2008-09-30	Kupang	East Nusa Tenggara	-10.16082	123.600001	Conversation	Other	Spoken	Natural	having a conversation about the speakers's plan on Lebaran Holiday	0:33:54	993	4428	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
470788090018251e3	2	10040410312745654e7	NA	senang	senang	happy	1269	KOE-20081015-HIL	387	0:15:51	NA	1468	KOEINT	wa... senang dong pasti a...	NA	wa senang dong pasti a	EXCL happy 3PL exact FILL	they must be very happy for it.	NA	NA	12	Middle Indonesia - Kupang	2008-10-15	Undana Campus, Penfui, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation in Undana Campus about the international sailing festival	0:34:56	916	6617	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
631958221252161200	11	10040410312745654e7	NA	senang	senang	happy	1269	KOE-20081015-HIL	855	0:32:54	NA	1468	KOEINT	walopun sampe ada yang mati mati ju 0 dong tetap senang.	NA	walopun sampe ada yang mati mati ju 0 dong tetap senang	eventhough say exist REL dead dead also 0 3PL constant happy	they are happy to do it eventhough they have killed people.	NA	NA	12	Middle Indonesia - Kupang	2008-10-15	Undana Campus, Penfui, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation in Undana Campus about the international sailing festival	0:34:56	916	6617	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
601280224145161100	5	10040410312745654e7	NA	senang	senang	happy	1269	KOE-20081015-HIL	892	0:34:12	NA	1468	KOEINT	asik a... dan beta senang Pak Yos Kroon ni.	NA	asik a dan beta senang Pak Yos Kroon ni	fun FILL and 1SG happy TRU.father Yos Kroon this	I like Mr.Yos Kroon...	NA	NA	12	Middle Indonesia - Kupang	2008-10-15	Undana Campus, Penfui, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a conversation in Undana Campus about the international sailing festival	0:34:56	916	6617	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
432890000123281e3	3	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	255	0:07:09	NA	1526	KOEREN	Be lebih senang kalau Beta yang foto...	NA	Be lebih senang kalau Beta yang foto	1SG more happy TOP 1SG REL photo	I prefer to take picture...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
174645031438121120	7	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	741	0:22:24	NA	1508	KOENIT	hit meker tu... tapi be lebi senang Dewiq ketimbang...	NA	hit meker tu tapi be lebi senang Dewiq ke- timbang	hit maker that but I more happy Dewiq KE- measure	the hit maker... but I prefer Dewiq tu...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
785310225135151100	10	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	982	0:29:52	NA	1508	KOENIT	haa atau son ada guru satu ju yang lu senang...	NA	haa atau son ada guru satu ju yang lu senang	PRT or NEG exist teacher one also REL you happy	haa or there was no any teacher that you like?...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
479452225557151100	3	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	989	0:30:08	NA	1554	KOEYUL	belajar Be senang kalau misalnya...	NA	belajar Be senang kalau misal -nya	study 1SG happy TOP example -NYA	study. I’m happy if...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
476916225817151100	5	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	992	0:30:13	NA	1554	KOEYUL	hari senin tu be senang karna...	NA	hari senin tu be senang karna	day monday that I happy because	I like Monday because...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
722346033022181100	2	10040410312745654e7	NA	senang	senang	happy	1271	KOE-20081111-IMO	1527	0:48:12	NA	1554	KOEYUL	be senang Abdel dan Temon pu gitar...	NA	be senang Abdel dan Temon pu gitar	I happy Abdel and Temon POSS guitar	I like Abdel and Temon’s guitar...	NA	NA	12	Middle Indonesia - Kupang	2008-11-11	Oesapa, Kupang	East Nusa Tenggara	NA	NA	Conversation	Other	Spoken	Natural	having a coversation in Nita's house, talking about the speakers' daily activity	0:52:17	1656	7636	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
537568131743201100	10	10040409552852027e7	NA	bahagia	bahagia	happy	2550	PNK-20081029-BES	618	0:33:30	NA	1049	HARPNK	hidop ndaq bakalan tenang, ndaq bakalan nyaman, ndaq bakalan bahagia, ndaq bakalan... ada maksudnya rejeki gituq lah.	NA	hidop ndaq bakal -an tenang ndaq bakal -an nyaman ndaq bakal -an bahagia ndaq bakal -an ada maksud -nya rejeki gituq lah	live NEG FUT -AN calm NEG FUT -AN comfortable NEG FUT -AN happy NEG FUT -AN exist intention -NYA fortune like.that LAH	NA	Hidup tidak akan tenang, tidak akan nyaman, tidak akan bahagia, tidak akan ada rejeki.	NA	69	Middle Indonesia - Pontianak	2008-10-29	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	A conversation talking about Hery's work experience	0:46:59	852	5503	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Pontianak Malay
473465223233201100	5	1004040945254441e8	NA	gembira	gembira	happy	1323	TER-20080917-AYU	333	0:11:34	NA	854	EWIAYU	padahal, padahal ngana so gembira.	NA	padahal padahal ngana so gembira	in.fact in.fact 2SG PFCT happy	NA	padahal, kamu sudah gembira duluan...	NA	13	Middle Indonesia - Ternate	2008-09-17	Ternate	North Maluku	0.785691	127.382444	Conversation	NA	Spoken	Natural	percakapan pada bulan puasa di Rumahnya Ami dan Ewi.	0:35:23	922	6505	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	41	Primary	1	1	Ternate Malay
934553204950211100	6	10040409552852027e7	NA	bahagia	bahagia	happy	1323	TER-20080917-AYU	741	0:26:59	NA	3343	YUNAYU	kita ini masa kacil tara bahagia kong.	NA	kita ini masa kacil tara bahagia kong	1SG this time small NEG happy KONG	NA	aku ini masa kecil tidak bahagia.	NA	13	Middle Indonesia - Ternate	2008-09-17	Ternate	North Maluku	0.785691	127.382444	Conversation	NA	Spoken	Natural	percakapan pada bulan puasa di Rumahnya Ami dan Ewi.	0:35:23	922	6505	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	41	Primary	1	1	Ternate Malay
902746065544151200	18	1004040945254441e8	NA	gembira	gembira	happy	2552	PNK-20081113-YUD	230	0:08:02	NA	261	ARYPNK	cuma untoq inpormasi Mas Yudiq ya sekalian kita kunjungan ini hari ini kita jugaq mau kasiqkan kabar gembira langsung...	NA	cuma untoq inpormasi Mas Yudiq ya se- kalian kita kunjung -an ini hari ini kita jugaq mau kasiq -kan kabar gembira langsung	only for information EPIT TRU.Wahyudi yes SE- 2PL 1PL visit -AN this day this 1PL also want give -KAN news happy direct	NA	Sekedar informasi ya Mas Yudi, sekalian kita kunjungan hari ini, kita mau memberikan kabar gembira langsung...	NA	69	Middle Indonesia - Pontianak	2008-11-13	Pontianak	West Kalimantan	-0.027853	109.341581	Conversation	NA	Spoken	Natural	having conversation in living room; when ARYPNK demonstrate about infrared health therapy tool; talking about tool.	0:11:30	322	1409	West Kalimantan Malayic (Balai Berkuak, Sambas, Pontianak Malay)	22	Middle Indonesia Project	NA	99	Primary	1	1	Indonesian
994872135352071200	11	10040410312745654e7	NA	senang	senang	happy	1273	KOE-20081206-BOB	83	0:04:32	NA	1443	KOEEFI	hi ko kurang yakin itu begitu banyak tu... besong yang senang di sini...	NA	hi ko kurang yakin itu begitu banyak tu besong yang senang di sini	FILL KO lack sure that so many that you REL happy LOC here	can’t you see that snacks? you’re happy here (for getting many snacks)...	NA	NA	12	Middle Indonesia - Kupang	2008-06-12	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The record was taken place in the respondent's house, talking about Christmas and New Year's moments, their teaching training process, and experience during the Sail Indonesia World Yacht Race.	0:35:07	752	5321	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
275957004045091200	10	10040411005271444e7	NA	ceria	ceria	happy	1273	KOE-20081206-BOB	552	0:26:54	NA	1459	KOEGRI	be bole sambut deng dong deng senyum ramah nan ceria ma dong lewat sam beta sama ke beta hmm...	NA	be bole sambut deng dong deng senyum ramah nan ceria ma dong lewat sam beta sama ke beta hmm	1SG can welcome with 3PL with smile hospitality EXCL happy but 3PL through same 1SG same like 1SG FILL	I came to them with a big o smile but they just didn’t care...	NA	NA	12	Middle Indonesia - Kupang	2008-06-12	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The record was taken place in the respondent's house, talking about Christmas and New Year's moments, their teaching training process, and experience during the Sail Indonesia World Yacht Race.	0:35:07	752	5321	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
2.6594815481810122e+17	11	10040410312745654e7	NA	senang	senang	happy	1273	KOE-20081206-BOB	669	0:31:57	NA	1443	KOEEFI	‘o Indonesia itu bagus’ segala macam ternyata sonde semua tu senang seperti itu...	NA	o Indonesia itu bagus segala macam ter- nyata sonde semua tu senang seperti itu	FILL Indonesia that good all thing TER- fact NEG all that happy like that	like they always say ‘well, Indonesia is a beautiful country’ and much more. the truth is that not all of them (the tourists) are as friendly as that...	NA	NA	12	Middle Indonesia - Kupang	2008-06-12	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The record was taken place in the respondent's house, talking about Christmas and New Year's moments, their teaching training process, and experience during the Sail Indonesia World Yacht Race.	0:35:07	752	5321	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
597749084759081200	5	10040409552852027e7	NA	bahagia	bahagia	happy	1272	KOE-20081205-ELS	396	0:11:17	NA	1443	KOEEFI	akhirnya dia bisa hidup bahagia.	NA	akhir -nya dia bisa hidup bahagia	end -NYA 3SG can life happy	finally she lives happily.	NA	NA	12	Middle Indonesia - Kupang	2008-05-12	Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	having a conversation John Haan's house about polygamy system in America, which was performed by Metro TV	0:29:31	983	4645	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
42393660560309506e7	12	10040410312745654e7	NA	senang	senang	happy	1278	KOE-20090110-BOB	105	0:03:05	NA	1464	KOEIDA	pigi ni oo jadi waktu Ayu datang jemput beta be su senang ‘adu alhamdulilah’...	NA	pigi ni oo jadi waktu Ayu datang jemput beta be su senang adu alhamdulilah	go this FILL so time Ayu come pick.up 1SG 1SG already happy EXCL alhamdulilah	so Ayu came to pick me up, in my heart, I said ‘thank God’...	NA	NA	12	Middle Indonesia - Kupang	2009-01-10	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The recording was taken at the street in campus of UNDANA. The participant s are best friends since high school who are now in the same college. They are talking about what happened at Christmas, issues at the campus, about relationship and men.	0:40:48	1159	8378	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
9012004629230951e8	3	10040410312745654e7	NA	senang	senang	happy	1278	KOE-20090110-BOB	188	0:05:54	NA	1443	KOEEFI	mangkali de senang yang muslim 0...	NA	mangkali de senang yang muslim 0	maybe 3SG happy REL moslem 0	maybe it likes moslem girls...	NA	penutur bicara lalu tertawa.	12	Middle Indonesia - Kupang	2009-01-10	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The recording was taken at the street in campus of UNDANA. The participant s are best friends since high school who are now in the same college. They are talking about what happened at Christmas, issues at the campus, about relationship and men.	0:40:48	1159	8378	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
655836070819095e9	5	10040410312745654e7	NA	senang	senang	happy	1278	KOE-20090110-BOB	1073	0:38:38	NA	1443	KOEEFI	‘ho lah lu telo senang liat ketong na ja(di) lu son mo ada pacar lai’...	NA	ho lah lu telo senang liat ketong na jadi lu son mo ada pacar lai	yes LAH 2SG very happy see 1PL NA so 2SG NEG want have girlfriend anymore	then I said ‘oh yeah, that’s because you like to hang out with us so you don’t need s girlfriend!’...	NA	NA	12	Middle Indonesia - Kupang	2009-01-10	Liliba, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	The recording was taken at the street in campus of UNDANA. The participant s are best friends since high school who are now in the same college. They are talking about what happened at Christmas, issues at the campus, about relationship and men.	0:40:48	1159	8378	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
458538185535201200	7	10040410312745654e7	NA	senang	senang	happy	1276	KOE-20081217-ELS	576	0:14:10	NA	1502	KOENAC	pake eks.el to jadi adu talalu sen(ang).	NA	pake eks.el to jadi adu talalu senang	use XL TO so EXCL very happy	I use XL so I fell so happy.	NA	eks.el (XL) = a kind of simcard	12	Middle Indonesia - Kupang	2008-12-17	Oebufu, Kupang	East Nusa Tenggara	NA	NA	Conversation	NA	Spoken	Natural	having a conversation in a room of Agape Indah English Course, about the planning of studying at university	0:32:45	1404	5107	Eastern Varieties of Indonesian (Kupang Malay, Ternate Malay, Papua Malay)	22	Middle Indonesia Project	NA	66	Primary	1	1	Kupang Malay
