session_id	session_name	data_set_id	data_set_name	date	location	region	latitude	longitude	genre	subgenre	mode	elicited_or_natural	situation	duration	record_count	word_count	classification	project_id	project_name	description	session_count	primary_or_secondary	n_languoid_id	n_languoid_name	languoid_name_new
1521	BTJ-20040706	19	Jakarta	2004-06-07	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	little chat after the respondent doing another experiment in room 302, PKBB building.	0:19:17	677	2699	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1522	BTJ-20040916	19	Jakarta	2004-09-16	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	small talk, in room 302, PKBB Building.	0:44:48	1264	7083	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1523	BTJ-20041101	19	Jakarta	2004-11-01	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	this recording was taken in Charles' house. situation: small talk, at Charles house.	0:48:37	1638	6426	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1524	BTJ-20061210	19	Jakarta	2006-12-10	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	At Yulia's house	0:21:59	659	3343	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1525	BTJ-20070513	19	Jakarta	2007-05-13	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	chatting at EXPERN's house	0:25:56	860	3648	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1526	BTJ-20070601	19	Jakarta	2007-06-01	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Elicited	At Jojo's house	0:24:00	616	2552	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1527	BTJ-20071101	19	Jakarta	2007-11-01	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Elicited	At Jojo's house	0:16:27	423	1816	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1528	BTJ-210107	19	Jakarta	2007-01-21	Jakarta	Jakarta	-6.209199	106.833797	NA	NA	Spoken	Natural	ARMBTJ is repairing EXPOKK’s refrigerator, happened in the morning in EXPOKK’s house.	0:58:28	990	3864	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1529	BTJ-220807a	19	Jakarta	2007-08-22	Jakarta	Jakarta	-6.209199	106.833797	NA	NA	Spoken	Natural	sitting in DIKBTJ's bedroom in the afternoon.	0:05:35	143	549	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1530	BTJ-220807b	19	Jakarta	2007-08-22	Jakarta	Jakarta	-6.209199	106.833797	NA	NA	Spoken	Natural	sitting in AFRBTJ's living room in the evening.	0:45:43	1695	7177	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1531	BTJ-230109	19	Jakarta	2009-01-23	Jakarta	Jakarta	-6.209199	106.833797	NA	NA	Spoken	Natural	NA	0:30:30.842	1577	5277	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1532	BTJ-240108	19	Jakarta	2008-01-24	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	having a conversation at the terrace of BTJTOK's house in the afternoon.actually on that day EXPERN was about giving a visit to her acquaintance (BTJIDA) but then she was asked to follow BTJIDA to visit BTJTOK at his house in Cipedak village.	1:00:16	3446	10418	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1533	BTJ-240208	19	Jakarta	2008-02-24	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	having a conversation at EXPERN's house in the evening when BTJALI dropping in there for a while. BTJALI's EXPERN's old acquaintance	0:50:34	2381	9292	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1534	BTJ-240607	19	Jakarta	2007-06-24	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	chatting at BTJBET's house	0:34:30	1076	3990	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1535	BTJ-250508	19	Jakarta	2008-05-25	Kampung Mangga, Beji, Depok	West Java	NA	NA	Conversation	NA	Spoken	Natural	having a conversation at BTJMAT's house in the afternoon	0:58:28	3365	11332	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1536	BTJ-260308	19	Jakarta	2008-03-26	Jalan Sudirman, Karet, South Jakarta	Jakarta	NA	NA	Conversation	NA	Spoken	Natural	having a friendly conversation with BTJAGS at the telecommunication shop when EXPERN and her husband stopping by for a while to make a short call, but then there was a rain so EXPERN and her husband staying longer there. BTJAGS is the person in charge of supervising the telecommunications shop.	0:34:49	1445	5321	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1537	BTJ-260708	19	Jakarta	2008-07-26	Pamahan Village, Bekasi	West Java	NA	NA	Conversation	Personal	Spoken	Natural	happened in SIRBTJ's dining room in the afternoon around 1 p.m.	1:13:29	3062	11891	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1538	BTJ-281007	19	Jakarta	2007-10-28	Jakarta	Jakarta	-6.209199	106.833797	Conversation	NA	Spoken	Natural	talking at EXPERN's house in the evening when visiting EXPERN's house to give traditional treatment for EXPERN and her daughter.	0:36:13	1519	5252	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
1539	BTW-010307	19	Jakarta	2007-03-01	Jakarta	Jakarta	-6.209199	106.833797	NA	NA	Spoken	Natural	visiting Geno's house, chatting with some of Geno's family members in front of her house. Geno's talking about her experience when making a pilgrimage trip to Mecca, Roji' talking about Betawi language and the village where they're living, Setu Babakan, and Seli's talking about his job.	1:03:35	2720	9630	Jakarta Indonesian	9	Jakarta Indonesian	Betawi is the indigenous Malay dialect of Jakarta. The speakers were formed from the mixing of ethnicities coming to Jakarta during Dutch colonial times. The inflows were adequately gradual to let the constant stream of immigrants be absorbed into a distinct ethnic group. This ethnic group speaks with their own dialect called Betawi Malay which is different from other dialects of Malay. Nowadays it is only spoken by older people in certain villages on the outskirts of the city. The younger generation tends to speak Jakarta Indonesian.  The project was started in June 2004. There have been twelve recordings which are collected randomly from the speakers who live or have lived in some regions in Jakarta. The regions are Kampung Melayu, Pasar Rebo, Pondok Gede, Ulujami, and Jagakarsa. Most of the regions, except Kampung Melayu, are situated on the outskirts of Jakarta. Pasar Rebo is situated at the very southeast edge of Jakarta, bordering Bogor, West Java. Pondok Gede is also situated at the very southeast edge of Jakarta, bordering Bekasi and Bogor, West Java. Ulujami is situated in South Jakarta, bordering Banten, West Java and Jagakarsa is situated in South Jakarta, bordering Depok, West Java. There are around fifteen native speakers from the total recordings, the speakers are above thirty years old. They still speak with a deep Betawi accent. The rest of the speakers are from younger generation and other ethnicities. For future plan, more recordings will be done with the native speakers from other areas of Jakarta.	48	Primary	1	1	Jakarta Indonesian
